Date Time,Elapsed,Control,U0126 1.17 nM,U0126 2.63 nM,U0126 5.93 nM,U0126 13.33 nM,JNK-IN-7 0.29 nM,JNK-IN-7 0.66 nM,JNK-IN-7 1.48 nM,JNK-IN-7 3.33 nM,R428 0.18 nM,R428 0.4 nM,R428 0.89 nM,R428 2 nM,Erlotinib 0.08 nM,Erlotinib 0.31 nM,Erlotinib 1.25 nM,Erlotinib 5 nM,Control,U0126 1.17 nM,U0126 2.63 nM,U0126 5.93 nM,U0126 13.33 nM,JNK-IN-7 0.29 nM,JNK-IN-7 0.66 nM,JNK-IN-7 1.48 nM,JNK-IN-7 3.33 nM,R428 0.18 nM,R428 0.4 nM,R428 0.89 nM,R428 2 nM,Erlotinib 0.08 nM,Erlotinib 0.31 nM,Erlotinib 1.25 nM,Erlotinib 5 nM,Control,Control
4/20/2017 16:01,0,0.863,0.807,0.5754,0.8967,0.4548,0.6824,0.6995,0.5616,0.8692,0.7014,0.8269,0.7888,0.6101,0.7358,0.9443,0.5462,0.551,0.4396,0.6066,0.631,1.0792,0.3982,0.9775,0.3822,0.433,0.6115,0.733,0.7143,0.8343,0.7943,0.7159,0.5843,0.5219,0.4152,0.8763,0.7319
4/20/2017 19:03,3.0333,0.8725,0.899,0.704,1.0749,0.5388,0.7832,0.9467,0.6977,0.8843,0.8588,0.9177,0.869,0.7138,0.7853,0.8382,0.683,0.6616,0.5339,0.7463,0.8662,1.2053,0.5245,0.9902,0.5164,0.5674,0.6835,0.7787,0.7846,1.0155,0.7388,0.8091,0.7151,0.6139,0.5066,0.9291,0.8842
4/20/2017 22:01,6,0.9337,0.903,0.7664,1.1572,0.5945,0.781,1.0383,0.7473,0.9235,0.8357,1.0787,0.9148,0.7654,0.885,0.8886,0.7362,0.6912,0.5368,0.7588,0.8764,1.3086,0.5064,1.0877,0.5743,0.6143,0.7149,0.8565,0.9049,1.055,0.7455,0.8063,0.7558,0.6152,0.5791,1.0045,0.942
4/21/2017 1:01,9,0.9989,1.0045,0.8332,1.2258,0.6275,0.8189,1.1119,0.8099,0.955,0.9194,1.1927,0.9629,0.8068,0.9033,0.9143,0.7565,0.7641,0.6796,0.8381,0.899,1.3842,0.5792,1.1598,0.6362,0.7264,0.7338,0.8289,1.0191,1.0874,0.7461,0.8302,0.7968,0.6633,0.6076,1.0012,0.9719
4/21/2017 4:04,12.05,1.0274,1.0385,0.9009,1.2655,0.6772,0.8592,1.2219,0.876,0.9761,1.0314,1.2487,0.9726,0.8304,0.9424,0.9234,0.7931,0.7834,0.6892,0.8859,1.0188,1.5122,0.5537,1.1934,0.6669,0.7316,0.7926,0.9268,1.0556,1.1333,0.718,0.885,0.9447,0.7119,0.6749,1.0265,0.9752
4/21/2017 7:05,15.0667,0.9901,1.1298,0.979,1.3068,0.727,0.9502,1.2554,0.8834,1.0694,1.1312,1.3034,1.0235,0.806,1.0037,1.1277,0.8144,0.8003,0.7174,0.9665,1.1042,1.5757,0.5757,1.2601,0.6665,0.8571,0.8212,1.009,1.1515,1.181,0.8524,0.9236,1.0246,0.8264,0.7356,1.1658,1.1039
4/21/2017 10:03,18.0333,1.0812,1.1564,1.041,1.3438,0.7254,0.9269,1.4216,0.9541,1.0544,1.2093,1.5369,1.0233,0.8884,1.0333,1.1706,0.9034,0.8128,0.7731,1.0127,1.1296,1.6048,0.6201,1.2542,0.7112,0.9827,0.8363,1.0044,1.1768,1.1749,0.7886,0.9947,1.0908,0.8867,0.6994,1.2078,1.1487
4/21/2017 13:01,21,1.0775,1.131,1.1353,1.3534,0.7577,0.9647,1.4018,0.9242,0.9954,1.2814,1.4651,1.0041,0.9232,1.0839,1.1184,0.9016,0.8454,0.7502,1.0812,1.1134,1.6346,0.6482,1.2699,0.8142,0.9541,0.7741,1.1345,1.2916,1.2,0.8382,0.9773,1.1661,0.8968,0.723,1.1785,1.2726
4/21/2017 16:01,24,1.163,1.3448,1.2693,1.3673,0.8444,1.0822,1.6529,1.0712,1.1481,1.4645,1.9264,1.1389,0.99,1.3517,1.4972,1.1592,0.9976,0.9674,1.1861,1.2491,1.8032,0.642,1.4199,1.0203,0.9909,0.9201,1.3807,1.4758,1.4682,1.0505,1.1507,1.3931,0.9753,0.8712,1.4394,1.3804
4/21/2017 19:03,27.0333,1.2232,1.3119,1.2747,1.4185,0.9282,1.1299,1.6907,1.172,1.2888,1.5485,1.9642,1.2081,0.9824,1.3622,1.377,1.1683,1.0441,0.931,1.2986,1.3715,1.9131,0.6698,1.49,1.0591,0.9421,0.8932,1.3912,1.7116,1.5645,1.2315,1.1557,1.3802,1.1331,0.8942,1.5105,1.4147
4/21/2017 22:01,30,1.2061,1.3403,1.2238,1.4008,0.9057,1.1292,1.824,1.111,1.2612,1.5215,1.8975,1.1687,0.8548,1.3528,1.4164,1.1986,1.0309,0.9931,1.2458,1.2874,1.969,0.6616,1.4978,1.0174,1.0428,0.8054,1.3813,1.7172,1.5355,1.2473,1.2208,1.4146,1.1301,0.8421,1.5235,1.4908
4/22/2017 1:01,33,1.2537,1.4963,1.4386,1.4421,0.9516,1.1803,1.8202,1.11,1.1571,1.6857,1.9915,1.1657,0.9056,1.4466,1.5423,1.1629,0.9986,0.9875,1.2945,1.3946,2.0627,0.7691,1.566,1.1291,0.9862,0.8113,1.5563,1.8345,1.4864,1.1666,1.1699,1.3799,1.1794,0.8153,1.6011,1.5306
4/22/2017 4:04,36.05,1.3008,1.4601,1.4256,1.4556,0.8894,1.2128,1.9764,1.0675,1.1698,1.7042,2.129,1.1816,0.8408,1.5293,1.5361,1.2561,1.0888,1.07,1.3889,1.272,2.1867,0.7402,1.562,1.2258,0.9737,0.8028,1.5198,1.9875,1.397,1.091,1.3072,1.4091,1.2676,0.8772,1.6145,1.7071
4/22/2017 7:05,39.0667,1.358,1.5914,1.6036,1.5594,0.9598,1.2697,2.1604,1.0574,1.1625,1.889,2.3177,1.1891,0.8629,1.565,1.631,1.335,1.1067,1.1753,1.3974,1.3329,2.2423,0.7502,1.6698,1.1503,1.0081,0.8212,1.6951,2.1289,1.4094,1.0264,1.3025,1.5554,1.2404,0.8648,1.8306,1.802
4/22/2017 10:03,42.0333,1.3788,1.6296,1.6926,1.6049,1.0711,1.2768,2.18,1.0691,1.2101,1.9675,2.3741,1.1821,0.8969,1.621,1.5808,1.3523,1.1109,1.1545,1.4589,1.418,2.371,0.8093,1.7093,1.1818,1.0258,0.8819,1.8357,2.1363,1.4282,1.0797,1.326,1.515,1.2993,0.8743,1.894,1.9411
4/22/2017 13:01,45,1.4067,1.7865,1.6923,1.6305,1.0706,1.3344,2.2328,1.1142,1.1647,2.1068,2.7697,1.1897,0.8692,1.6776,1.8523,1.4049,1.1421,1.1649,1.6121,1.4012,2.3837,0.7569,1.7946,1.341,1.1158,0.8781,1.8599,2.164,1.4007,1.106,1.3211,1.6077,1.3321,0.8832,2.0392,1.9544
4/22/2017 16:01,48,1.488,1.8148,1.8468,1.631,1.1123,1.3997,2.3202,1.1206,1.2881,2.1146,2.8355,1.2337,0.8493,1.7522,1.7039,1.4724,1.0658,1.3186,1.7289,1.4345,2.3935,0.825,1.8864,1.4583,1.1591,0.8251,1.9857,2.2798,1.5217,1.1508,1.3412,1.6692,1.3823,0.8692,2.0026,2.2608
4/22/2017 19:03,51.0333,1.6294,2.0046,1.9641,1.8395,1.1645,1.6558,2.7412,1.2426,1.3718,2.7305,3.8017,1.4463,0.9642,1.9749,2.3874,1.6506,1.4228,1.5521,1.8496,1.5823,2.6416,1.0906,2.1021,1.7761,1.2533,0.9088,2.785,2.6543,1.7147,1.4462,1.6535,2.0188,1.6568,1.0624,2.3678,2.471
4/22/2017 22:01,54,1.6775,2.252,2.1933,1.9546,1.3261,1.7192,2.9714,1.3452,1.6821,2.7054,3.7891,1.4007,1.0375,2.083,2.0466,1.8651,1.3679,1.6888,2.0664,1.832,2.8527,1.0305,2.2213,1.6967,1.3412,0.981,2.6307,2.9214,1.7303,1.7941,1.748,2.2181,1.6425,1.1488,2.4712,2.652
4/23/2017 1:01,57,1.8589,2.3299,2.2509,1.9226,1.2726,1.7584,3.0328,1.4117,1.6223,2.7728,3.6338,1.3344,1.0141,2.1439,2.0962,1.821,1.2406,1.7841,2.1774,1.884,2.8455,1.0861,2.3706,1.7639,1.3196,0.8932,2.7507,3.0443,1.6608,1.5121,1.7393,2.2282,1.5733,1.1093,2.693,2.8271
4/23/2017 4:04,60.05,1.8465,2.3216,2.5293,2.0155,1.3019,1.84,3.1119,1.4021,1.6035,3.0178,3.5295,1.4067,0.9909,2.1246,2.006,1.9686,1.256,1.8552,2.1828,1.805,2.9963,0.9963,2.4901,1.7651,1.3573,0.9351,2.6164,3.3222,1.6595,1.5673,1.7306,2.1848,1.5859,1.1032,2.8227,2.7898
4/23/2017 7:05,63.0667,1.8595,2.4777,2.4991,1.9417,1.1851,1.9838,3.3022,1.5049,1.5584,3.0347,4.1712,1.3728,0.9659,2.2369,2.2347,1.9475,1.1735,1.9331,2.3616,1.9326,3.0269,1.0834,2.4272,1.9218,1.4397,0.9244,2.7439,3.2551,1.6899,1.5139,1.8827,2.1692,1.7612,1.102,3.0359,3.0059
4/23/2017 10:03,66.0333,1.9792,2.591,2.7671,2.0428,1.2617,2.037,3.4665,1.4921,1.5674,3.4015,4.089,1.4009,1.0327,2.2248,2.2768,1.963,1.2179,2.0212,2.4503,2.0754,3.1031,1.0432,2.6643,2.3516,1.4829,0.9147,3.0201,3.4532,1.6938,1.7714,1.737,2.2582,1.7674,1.1466,3.1861,3.175
4/23/2017 13:01,69,2.0854,2.6752,2.6268,2.0932,1.1915,2.139,3.9054,1.4865,1.5549,3.526,4.4886,1.3486,1.0546,2.2353,2.4531,2.069,1.2538,2.2775,2.7279,2.2072,3.3764,1.0772,2.9544,2.3302,1.4627,0.9644,3.2699,3.705,1.6012,1.6003,1.8353,2.5188,1.8474,1.1876,3.3795,3.4019
4/23/2017 16:01,72,2.4949,3.1318,3.2433,2.297,1.4976,2.3759,4.3063,1.6612,1.9016,4.3803,6.5803,1.6011,1.2731,2.7028,3.4782,2.7292,1.6275,2.6237,3.0374,2.5859,3.5708,1.2219,3.2463,3.126,1.8387,1.1055,4.0528,4.5456,2.031,2.069,2.1972,2.9073,2.2266,1.4915,3.9204,4.0655
4/23/2017 19:03,75.0333,2.4768,3.1996,3.3046,2.2851,1.4553,2.5679,4.4682,1.6671,1.8161,4.3857,5.1791,1.4293,1.1205,2.5481,2.8162,2.4352,1.4153,2.6386,3.1831,2.5419,3.5672,1.1514,3.2987,2.6347,1.7319,0.9689,3.6787,4.1529,1.855,1.8868,2.1751,2.6133,2.0741,1.2624,4.1412,3.9806
4/23/2017 22:01,78,2.5583,3.4142,3.4544,2.2435,1.3841,2.7115,4.5279,1.6124,1.7233,4.475,5.3918,1.4051,1.1944,2.749,2.8023,2.3987,1.4222,2.8567,3.4321,2.6525,3.6793,1.0695,3.5531,2.8659,1.7763,1.0398,3.754,4.1156,1.7141,1.6292,2.0812,2.7498,2.1846,1.2943,4.4944,4.0717
4/24/2017 1:01,81,2.7707,3.5376,3.4673,2.2054,1.3941,2.7686,4.8123,1.6536,1.5757,4.7232,6.128,1.4115,1.1452,2.6845,2.7987,2.5219,1.4324,3.0332,3.648,2.6171,3.6512,1.0498,3.778,3.026,1.8023,1.0513,3.8614,4.382,1.7988,1.7606,2.1546,2.6962,2.2256,1.2728,4.9806,4.3378
4/24/2017 4:04,84.05,2.7702,3.6182,3.5525,2.2739,1.4409,3.0522,5.2928,1.6468,1.6438,5.173,6.0281,1.4652,1.1483,2.7952,2.999,2.6763,1.5366,3.2397,3.9283,2.6753,3.7901,1.1009,4.1841,3.0511,1.8334,1.0938,4.2774,4.5646,1.7074,1.7046,2.2166,2.8206,2.2332,1.3124,5.2829,4.6025
4/24/2017 7:05,87.0667,2.8551,3.761,3.5331,2.3068,1.3077,3.1764,5.7184,1.7122,1.7083,6.0887,6.6413,1.4207,1.2127,2.8442,3.0766,2.9213,1.498,3.5782,4.2971,2.7722,3.9002,1.051,4.4587,3.3487,1.9691,1.0283,4.5597,4.8894,1.8534,1.9235,2.2349,2.8865,2.3515,1.3739,5.5554,4.6473
4/24/2017 10:03,90.0333,2.9772,3.863,3.8186,2.3195,1.4474,3.3633,6.0001,1.7079,1.8492,6.1751,7.3361,1.3808,1.1076,2.9238,3.1897,2.8701,1.5474,3.876,4.5249,2.8549,3.9988,1.0446,4.6245,3.8231,2.0563,0.9994,4.7101,5.0905,1.7531,1.7884,2.193,2.8823,2.3591,1.3535,6.1075,5.0001
4/24/2017 13:01,93,3.2689,4.2775,3.8775,2.2313,1.281,3.7661,6.9227,1.9174,1.8958,6.6553,7.4301,1.5592,1.1146,3.0603,3.4835,3.3661,1.6368,4.2026,4.76,2.9887,4.2661,1.0638,5.1885,4.1979,2.0109,1.0083,5.0885,5.4551,1.8628,1.4305,2.4092,3.2431,2.3548,1.3842,6.751,5.372
4/24/2017 16:01,96,3.9228,4.8006,4.8559,2.6024,1.7002,4.7021,8.1918,2.2813,2.3832,8.3586,10.4073,1.7852,1.1991,3.6706,4.5681,4.0552,1.9294,5.0864,5.701,3.4575,4.7508,1.4027,5.9396,5.2633,2.6168,1.3187,6.6666,6.9012,2.2596,2.3304,2.7331,4.6065,3.1726,1.7074,8.033,6.3485
4/24/2017 19:03,99.0333,4.5017,5.1076,4.9617,3.1027,2.0851,5.0611,8.6115,2.3492,2.5935,8.7584,10.2303,1.8429,1.3674,3.7756,4.2555,4.0035,1.9271,5.8397,5.9184,3.5784,4.955,1.2736,6.3083,5.8178,2.7196,1.3162,6.5726,7.4841,2.5187,1.8794,2.9144,4.1573,2.9503,1.726,8.7655,6.6554
4/24/2017 22:01,102,4.8292,5.9864,5.8258,3.2953,2.3945,5.9733,9.6814,2.5723,2.9588,9.9133,11.4651,1.9613,1.4106,3.9371,4.048,4.3319,2.2666,6.3776,6.7408,4.339,5.3153,1.3695,6.9901,6.614,3.0656,1.4062,7.9554,8.0318,2.9366,2.1569,3.3772,4.8001,3.5783,1.9528,9.9958,7.8071
4/25/2017 1:01,105,5.024,5.9866,5.8538,3.1044,2.3827,6.3342,9.962,2.5072,2.9048,8.8303,10.8019,1.6658,1.3958,3.6805,3.9974,4.1337,1.9082,6.4906,7.1841,4.1627,5.1638,1.2973,7.3819,7.0918,2.9905,1.5229,7.5133,7.8899,2.7962,2.1232,3.213,4.4279,3.3742,1.8872,10.5522,7.6259
4/25/2017 4:04,108.05,5.4105,6.6763,5.9071,3.1304,2.3902,6.8386,10.5906,2.4855,2.7405,10.1382,11.6816,1.7401,1.3211,3.7579,4.4059,4.4637,2.1151,7.2988,7.9191,4.213,5.4816,1.3121,7.9533,7.9577,3.0765,1.4627,8.1354,8.1212,2.6999,2.1007,3.3408,4.6898,3.4863,1.981,11.2459,8.1491
4/25/2017 7:05,111.0667,5.8391,6.9138,6.2191,3.0232,2.5649,7.1533,11.6494,2.6561,2.6154,11.1709,12.6096,1.7964,1.3323,3.8556,4.5257,4.4924,2.1668,7.895,8.5404,4.3474,5.5695,1.3467,8.5277,8.4208,3.2952,1.4684,8.1237,8.2623,2.6099,2.1041,3.4632,4.5156,3.6427,1.9958,12.6072,8.5852
4/25/2017 10:03,114.0333,6.1866,7.2684,6.4885,3.0488,2.5467,7.5254,12.0623,2.5695,2.7754,12.2479,13.4828,1.861,1.4228,4.2381,4.2102,4.6955,2.2544,8.83,9.1319,4.5211,5.6555,1.339,9.1804,9.0384,3.5744,1.4903,8.5588,8.1078,2.5979,2.0421,3.6111,4.8574,3.7341,2.1081,13.8574,8.6347
4/25/2017 13:01,117,8.0669,8.6793,8.592,4.3079,3.318,9.8881,15.3987,3.1034,3.4627,16.22,18.9574,2.1967,1.6673,5.0481,6.0142,5.9407,2.7252,10.4832,11.1326,5.5013,6.1774,1.6784,11.3824,12.0496,4.5823,1.7192,12.0078,11.0157,3.63,3.0514,4.8991,6.5046,4.7194,2.7304,16.8836,11.7253
4/25/2017 16:01,120,8.4863,8.682,8.2097,4.3875,3.133,9.6122,15.0261,2.978,2.8479,14.341,17.5481,1.7882,1.5673,4.3928,4.9581,5.428,2.5042,11.3977,11.2686,5.3271,6.1497,1.601,12.1665,11.9153,4.4311,1.601,10.6406,9.6654,3.4628,2.4337,4.6139,5.8592,4.2202,2.3943,17.2508,11.2697
4/25/2017 19:03,123.0333,10.104,9.3173,8.3074,3.9629,2.6532,11.5615,17.3087,3.0143,3.252,18.9226,20.8882,2.1636,1.7988,5.1865,6.0743,6.8215,3.055,13.1546,13.5952,6.1222,7.0746,2.0414,14.1831,14.9811,4.8071,1.7335,11.7903,10.6008,2.595,2.9651,4.5817,5.7245,4.1276,1.9994,20.4773,12.1775
4/25/2017 22:01,126,10.3903,9.0766,7.8911,3.8048,2.3152,11.8927,17.568,2.9596,2.9801,17.6191,19.9459,1.9369,1.6072,5.1681,5.4904,6.1912,2.7157,13.5485,14.0009,5.9537,6.9635,1.8023,14.6493,14.9208,4.6151,1.6955,10.959,9.6841,2.3676,1.6997,4.0173,5.1561,3.782,1.9939,20.9793,11.7705
4/26/2017 1:01,129,10.6669,9.577,7.8452,3.8217,2.5738,12.6723,18.354,2.8574,3.1092,20.0445,20.251,1.9583,1.4995,4.9042,5.007,5.9479,2.7311,14.6952,15.2473,6.2777,6.9381,1.9374,15.7927,16.7075,4.913,1.8049,11.2548,10.1196,2.444,2.0763,4.1746,4.9728,3.8702,1.9934,22.0816,11.8767
4/26/2017 4:04,132.05,11.8493,10.3445,7.8768,3.7812,2.4178,13.3105,19.8038,3.02,2.9207,21.6247,21.471,1.9289,1.6384,4.9652,5.6373,5.8989,2.8363,16.0922,16.845,6.473,7.2325,1.9413,16.9312,18.106,5.1193,1.744,11.5974,10.9194,2.4523,1.829,4.3928,4.9381,3.8842,1.9987,23.6826,12.0846
4/26/2017 7:05,135.0667,13.2688,10.4105,8.3575,3.8691,2.489,14.034,21.2009,3.0982,2.8416,23.7211,25.3213,1.8635,1.6146,5.2846,5.3609,6.0936,2.8761,17.2144,18.1039,6.7994,7.4288,1.9181,19.3224,20.726,5.4797,1.7971,11.9557,11.5031,2.468,2.566,4.3161,5.1425,3.9902,1.9687,26.2409,13.0143
4/26/2017 10:03,138.0333,14.5175,10.3791,8.6578,3.7925,2.424,15.3587,23.0064,3.1337,2.8499,26.7892,26.8219,2.0754,1.6193,5.3787,5.5899,6.5593,2.9437,18.7651,19.3261,6.9254,7.4773,1.8639,21.0845,22.4252,5.6933,1.7535,12.1661,11.7865,2.5289,2.2576,4.5276,5.4311,4.0569,2.0704,27.2039,13.2992
4/26/2017 13:12,141.1833,16.3453,11.568,9.2808,4.5484,2.5315,16.8915,25.5117,3.6302,3.2733,34.2111,32.3816,1.9266,1.5848,5.8032,5.9529,7.3719,3.0405,21.6406,22.304,7.8401,8.0041,2.0481,24.3636,26.0689,6.4618,1.8129,13.6612,12.7919,3.255,2.6092,4.8661,5.7655,4.3253,1.9933,30.9321,14.694
4/26/2017 16:12,144.1833,18.8469,12.8247,10.2545,4.6339,3.367,19.4637,28.5408,3.6779,3.1219,36.1828,36.3856,2.2531,1.8258,6.4029,6.8607,7.8881,3.3596,24.7024,25.2274,9.2455,9.4908,2.54,28.1396,31.22,6.6726,1.9327,14.9567,14.0732,3.3899,3.1408,5.4605,5.9584,4.6016,2.3295,34.2504,16.477
4/26/2017 19:14,147.2167,21.105,13.256,10.9677,5.0925,3.3938,19.911,29.7386,3.7304,3.5599,39.0379,39.0844,2.2409,1.6633,6.295,7.1502,8.2448,3.4147,26.4266,27.7574,9.1793,9.3306,2.5344,30.2822,33.3197,7.236,1.8431,16.4497,14.7885,3.4744,3.565,5.4602,6.5412,4.6499,2.3945,36.5731,17.3689
4/26/2017 22:12,150.1833,23.1487,13.5537,10.9018,5.2765,3.5342,21.6325,31.6393,3.7057,3.4726,42.7239,40.5735,2.1648,1.8393,6.428,6.7382,7.9689,3.2643,28.8149,29.3232,9.9225,9.7767,2.4978,32.3741,36.6641,7.4596,1.913,17.2064,14.1803,3.4876,3.4338,5.6288,7.1476,4.4526,2.3865,38.2586,18.5861
4/27/2017 1:12,153.1833,24.6933,14.3898,11.5302,5.3774,3.13,22.9692,34.3007,3.5954,3.3895,45.4347,43.2863,2.0355,1.7847,6.4373,7.3948,8.6817,3.5139,31.1565,30.8303,10.7931,10.0737,2.6222,34.3342,40.2319,8.1709,2.0563,16.9518,15.1206,3.9039,3.6467,5.4448,6.7235,4.5992,2.4653,40.9608,18.6386
4/27/2017 4:15,156.2333,26.7846,14.2631,11.1932,5.3898,3.2649,25.488,35.8176,3.7137,3.6936,48.4164,45.958,2.1511,1.8461,6.4767,7.3045,8.5957,3.5568,33.1093,32.8578,11.2194,10.6481,2.6669,38.1431,43.4273,8.8986,2.044,17.7393,15.7313,3.2883,3.418,5.4693,6.2473,4.618,2.6641,43.5605,18.7309
4/27/2017 7:16,159.25,27.8967,14.8111,12.1307,5.2454,3.2758,25.8779,38.3132,3.838,3.9826,50.5872,49.6568,2.0855,1.7917,6.5556,7.2959,8.8243,3.6476,36.4782,34.8956,12.0086,11.1522,2.5915,40.8336,45.958,8.7778,1.9352,17.733,15.8323,3.1945,3.7208,5.2447,6.3321,4.4135,2.5689,45.0476,18.7062
4/27/2017 10:14,162.2167,30.1792,15.6561,11.6638,5.7611,3.3352,27.7036,40.4843,3.8544,3.7013,55.0129,52.1237,2.1195,1.8205,6.5771,7.1791,9.2471,3.725,39.0795,37.0491,12.3977,11.7283,2.6532,44.5417,49.224,9.0895,1.9578,19.1208,15.6468,3.669,3.5706,5.4817,5.4801,4.5974,2.5163,46.6769,19.1129
4/27/2017 13:12,165.1833,32.1975,15.5881,12.1478,5.6969,3.432,28.7589,42.3237,4.1293,3.4956,57.3073,56.3112,2.0725,1.7989,6.6201,7.4636,9.3985,3.8282,40.5846,39.2952,13.6714,12.1911,2.6796,48.0404,51.1861,9.3782,2.0785,20.2131,15.5358,3.333,3.5862,5.4189,6.0096,4.3329,2.5533,49.1416,20.1888
4/27/2017 16:12,168.1833,33.3398,16.4559,12.1488,5.8977,3.6068,30.7935,45.3167,3.8935,3.3062,62.2158,60.8989,2.1321,1.8067,6.7642,7.8136,9.484,3.8907,43.8999,41.1122,14.0884,12.9626,2.5524,51.2397,55.3607,9.5068,1.9293,20.5462,16.5449,3.2466,3.8486,5.5265,5.6644,4.4717,2.7713,50.6389,19.5195
