Date Time,Elapsed,Control,U0126 1.17 然,U0126 2.63 然,U0126 5.93 然,U0126 13.33 然,JNK-IN-7 0.29 然,JNK-IN-7 0.66 然,JNK-IN-7 1.48 然,JNK-IN-7 3.33 然,R428 0.18 然,R428 0.4 然,R428 0.89 然,R428 2 然,Erlotinib 0.08 然,Erlotinib 0.31 然,Erlotinib 1.25 然,Erlotinib 5 然,Control,U0126 1.17 然,U0126 2.63 然,U0126 5.93 然,U0126 13.33 然,JNK-IN-7 0.29 然,JNK-IN-7 0.66 然,JNK-IN-7 1.48 然,JNK-IN-7 3.33 然,R428 0.18 然,R428 0.4 然,R428 0.89 然,R428 2 然,Erlotinib 0.08 然,Erlotinib 0.31 然,Erlotinib 1.25 然,Erlotinib 5 然
4/20/2017 16:01,0,0.1522,0.237,0.1496,0.2219,0.0925,0.1283,0.2003,0.3728,0.2751,0.1632,0.1556,0.1198,0.1212,0.0992,0.1068,0.0667,0.0799,0.1265,0.279,0.1778,0.1641,0.1004,0.0957,0.0988,0.1261,0.1086,0.1137,0.112,0.162,0.1901,0.11,0.1098,0.0747,0.0533
4/20/2017 19:03,3.0333,0.1583,0.1979,0.1707,0.2556,0.0924,0.1615,0.228,0.3923,0.1472,0.173,0.2026,0.1175,0.1603,0.101,0.1121,0.0752,0.0712,0.1116,0.2869,0.2207,0.1696,0.1222,0.1095,0.1413,0.1815,0.1483,0.1387,0.1801,0.2103,0.2176,0.0985,0.1315,0.0885,0.0916
4/20/2017 22:01,6,0.1597,0.188,0.1558,0.2401,0.0811,0.1433,0.2346,0.3727,0.134,0.1639,0.2111,0.1534,0.2817,0.1025,0.1123,0.0799,0.0801,0.1114,0.2443,0.1865,0.1585,0.1188,0.1038,0.1336,0.1753,0.1475,0.1265,0.194,0.2468,0.2477,0.098,0.1231,0.0753,0.0973
4/21/2017 1:01,9,0.1564,0.1746,0.1396,0.2257,0.08,0.1354,0.2257,0.3596,0.1452,0.1579,0.2004,0.1738,0.3344,0.0937,0.1077,0.0814,0.0823,0.105,0.2194,0.1713,0.1483,0.1208,0.0986,0.1255,0.1697,0.1409,0.1207,0.1807,0.2561,0.2603,0.0905,0.1083,0.0683,0.1095
4/21/2017 4:04,12.05,0.1529,0.1661,0.1302,0.2156,0.0735,0.1236,0.2111,0.3323,0.1569,0.1519,0.1857,0.1876,0.3757,0.0906,0.1089,0.0804,0.0738,0.1046,0.2043,0.161,0.1244,0.1124,0.093,0.1162,0.1663,0.1459,0.1136,0.162,0.2727,0.2247,0.0982,0.1127,0.0853,0.0986
4/21/2017 7:05,15.0667,0.1511,0.1595,0.1222,0.2116,0.0763,0.1474,0.2015,0.3219,0.194,0.1482,0.1864,0.2167,0.4096,0.0881,0.1222,0.0808,0.0732,0.1078,0.1873,0.1605,0.1119,0.1148,0.0928,0.113,0.1574,0.1521,0.1137,0.1731,0.2847,0.2541,0.0962,0.1071,0.0666,0.093
4/21/2017 10:03,18.0333,0.1519,0.1522,0.1162,0.2073,0.075,0.1309,0.1899,0.3269,0.2019,0.1461,0.1805,0.2358,0.4317,0.0831,0.1163,0.077,0.0749,0.109,0.1782,0.1559,0.1056,0.1093,0.0919,0.1084,0.1479,0.1569,0.1062,0.1658,0.2822,0.2956,0.0941,0.1047,0.0679,0.0869
4/21/2017 13:01,21,0.1426,0.152,0.1108,0.1978,0.0708,0.1216,0.1739,0.3293,0.2175,0.1371,0.1705,0.2511,0.428,0.0698,0.1108,0.0774,0.0694,0.0975,0.1661,0.1487,0.1024,0.1128,0.0912,0.1009,0.1443,0.1628,0.1174,0.155,0.2666,0.3038,0.0917,0.1079,0.0744,0.0837
4/21/2017 16:01,24,0.1657,0.1676,0.1106,0.2006,0.0819,0.1479,0.215,0.3743,0.2976,0.1629,0.1809,0.2664,0.4741,0.1306,0.1324,0.0959,0.0697,0.1297,0.1758,0.1633,0.1297,0.1095,0.1006,0.1221,0.161,0.1921,0.1378,0.2199,0.3694,0.3705,0.0822,0.1485,0.0769,0.0932
4/21/2017 19:03,27.0333,0.1597,0.1573,0.117,0.1848,0.0952,0.1386,0.1989,0.4031,0.4919,0.174,0.2041,0.2785,0.4998,0.1156,0.1256,0.0939,0.0879,0.1286,0.1882,0.1518,0.1418,0.1104,0.102,0.125,0.1724,0.2213,0.1122,0.2914,0.3634,0.4409,0.0962,0.1371,0.0818,0.1104
4/21/2017 22:01,30,0.1516,0.1499,0.1053,0.1849,0.0875,0.1317,0.1892,0.3807,0.4369,0.1554,0.1909,0.2565,0.486,0.1055,0.1181,0.0875,0.0791,0.1182,0.1672,0.1357,0.1222,0.0996,0.0807,0.1093,0.1677,0.2154,0.1129,0.2488,0.3501,0.4259,0.095,0.1203,0.0743,0.1054
4/22/2017 1:01,33,0.1493,0.1409,0.1034,0.1734,0.0735,0.1257,0.191,0.3532,0.4436,0.1488,0.1842,0.2517,0.5057,0.1269,0.1145,0.0848,0.0839,0.1103,0.1634,0.131,0.1162,0.1024,0.0837,0.1078,0.1777,0.2159,0.1095,0.1808,0.3382,0.4161,0.0937,0.1273,0.0737,0.1069
4/22/2017 4:04,36.05,0.1443,0.1446,0.0959,0.1702,0.0845,0.1227,0.1903,0.3632,0.4577,0.1372,0.1722,0.245,0.4724,0.1195,0.1102,0.092,0.091,0.1059,0.1614,0.1248,0.1143,0.097,0.0763,0.102,0.1663,0.2126,0.1108,0.1769,0.3238,0.4108,0.0878,0.1306,0.074,0.1048
4/22/2017 7:05,39.0667,0.1427,0.148,0.0987,0.1678,0.0844,0.1201,0.1809,0.3424,0.4694,0.145,0.169,0.2381,0.4772,0.1247,0.1112,0.0964,0.0846,0.1056,0.1663,0.1219,0.1095,0.094,0.0769,0.1007,0.1772,0.2119,0.1063,0.1723,0.3343,0.4149,0.0821,0.1367,0.0772,0.1041
4/22/2017 10:03,42.0333,0.1424,0.1422,0.0959,0.1652,0.0831,0.1185,0.1793,0.3389,0.4647,0.1412,0.1643,0.2419,0.4999,0.116,0.1054,0.1025,0.0857,0.1076,0.1659,0.1214,0.1061,0.1035,0.0748,0.1004,0.1729,0.2192,0.1199,0.1763,0.3202,0.4145,0.0805,0.1196,0.0801,0.1028
4/22/2017 13:01,45,0.1415,0.1411,0.096,0.167,0.0843,0.121,0.1865,0.3538,0.46,0.1392,0.1701,0.2385,0.4877,0.1161,0.1057,0.1032,0.0802,0.0991,0.162,0.1192,0.1007,0.0995,0.0756,0.0952,0.1694,0.2204,0.1223,0.1794,0.3181,0.411,0.0809,0.1272,0.0835,0.0924
4/22/2017 16:01,48,0.1441,0.1405,0.0924,0.1674,0.0897,0.1159,0.1871,0.345,0.4569,0.1358,0.165,0.2392,0.4801,0.1218,0.1077,0.0993,0.0804,0.0955,0.1591,0.1171,0.0978,0.1019,0.0711,0.0916,0.1774,0.2188,0.1141,0.1743,0.3192,0.401,0.0866,0.1322,0.0806,0.098
4/22/2017 19:03,51.0333,0.1473,0.1616,0.1236,0.1716,0.0994,0.137,0.2191,0.3767,0.5207,0.1546,0.1865,0.2974,0.5629,0.1413,0.1321,0.1215,0.1024,0.1408,0.1667,0.1308,0.1184,0.129,0.0748,0.1114,0.2137,0.2441,0.1776,0.2113,0.4081,0.5621,0.1205,0.1871,0.0939,0.1334
4/22/2017 22:01,54,0.1517,0.1561,0.1272,0.2055,0.1447,0.1395,0.2458,0.4063,0.6381,0.1547,0.212,0.3124,0.6147,0.138,0.1421,0.1461,0.1211,0.1779,0.1748,0.1593,0.1484,0.1537,0.0893,0.1155,0.2177,0.2598,0.1761,0.2006,0.4387,0.6709,0.1441,0.2146,0.1192,0.1724
4/23/2017 1:01,57,0.1365,0.1392,0.121,0.1906,0.1376,0.134,0.2299,0.4084,0.5947,0.1509,0.2002,0.3068,0.5812,0.1268,0.1308,0.1326,0.1249,0.1612,0.1612,0.1458,0.1263,0.1514,0.0852,0.108,0.2049,0.2393,0.1649,0.1918,0.4349,0.6274,0.1355,0.2064,0.1088,0.152
4/23/2017 4:04,60.05,0.1383,0.1375,0.1242,0.1853,0.1413,0.135,0.2316,0.4151,0.5979,0.1483,0.1928,0.3145,0.5622,0.1369,0.1278,0.1353,0.1127,0.1492,0.1522,0.1445,0.1225,0.1344,0.0753,0.1013,0.1969,0.2362,0.151,0.1809,0.4304,0.6235,0.1324,0.1896,0.1077,0.1536
4/23/2017 7:05,63.0667,0.1364,0.144,0.1316,0.1839,0.1153,0.1333,0.2355,0.4011,0.6065,0.1397,0.1943,0.312,0.5448,0.122,0.1334,0.1332,0.1113,0.1583,0.152,0.1433,0.123,0.1601,0.0815,0.1028,0.2036,0.2251,0.1668,0.2032,0.4509,0.6234,0.1275,0.1901,0.1116,0.157
4/23/2017 10:03,66.0333,0.1332,0.1368,0.1372,0.1928,0.1165,0.1359,0.2407,0.3892,0.618,0.1372,0.1955,0.3182,0.5566,0.1227,0.1319,0.1315,0.1064,0.1496,0.1507,0.142,0.123,0.1865,0.0799,0.1046,0.2001,0.2246,0.1651,0.2075,0.4392,0.6325,0.1382,0.1914,0.1079,0.1527
4/23/2017 13:01,69,0.1345,0.1393,0.1365,0.1956,0.1244,0.1313,0.2316,0.3853,0.5833,0.1383,0.192,0.3186,0.557,0.1286,0.1294,0.1365,0.1047,0.1413,0.1528,0.141,0.1272,0.2136,0.0784,0.1092,0.207,0.216,0.1616,0.2139,0.4373,0.6373,0.131,0.1989,0.1158,0.1425
4/23/2017 16:01,72,0.1541,0.1804,0.1822,0.2389,0.2599,0.1574,0.3078,0.4469,0.7257,0.1908,0.2506,0.3805,0.6652,0.1861,0.1772,0.1745,0.1334,0.2127,0.1744,0.1654,0.166,0.2851,0.0901,0.1412,0.2638,0.3137,0.1799,0.2737,0.5308,0.7706,0.1924,0.2474,0.1432,0.1938
4/23/2017 19:03,75.0333,0.131,0.1694,0.1712,0.2287,0.2371,0.1267,0.2864,0.4166,0.6368,0.1592,0.2195,0.3365,0.6433,0.168,0.163,0.1556,0.1258,0.1715,0.1587,0.1412,0.1651,0.3129,0.0781,0.1194,0.2393,0.2513,0.1707,0.2557,0.4933,0.6881,0.1653,0.2347,0.1372,0.1583
4/23/2017 22:01,78,0.131,0.1656,0.1678,0.233,0.2424,0.1298,0.286,0.43,0.6194,0.1497,0.2338,0.3159,0.6281,0.1706,0.1616,0.1533,0.1205,0.1597,0.1589,0.1944,0.1774,0.2939,0.0687,0.113,0.2492,0.2358,0.1765,0.2651,0.4503,0.6672,0.1499,0.2331,0.1395,0.1569
4/24/2017 1:01,81,0.1344,0.1679,0.1835,0.2385,0.2383,0.1263,0.2802,0.4327,0.599,0.147,0.2341,0.3151,0.6296,0.1881,0.1475,0.1542,0.1262,0.1364,0.1533,0.1985,0.1816,0.2758,0.0678,0.1176,0.247,0.2283,0.1748,0.2516,0.474,0.6684,0.1606,0.233,0.1366,0.162
4/24/2017 4:04,84.05,0.1267,0.1612,0.1808,0.2105,0.2248,0.1222,0.2845,0.4278,0.5708,0.1508,0.2303,0.3148,0.6219,0.1705,0.1475,0.156,0.1222,0.1407,0.1522,0.2012,0.1819,0.2725,0.0792,0.1187,0.2493,0.2252,0.1786,0.2596,0.4876,0.652,0.1488,0.2234,0.1375,0.1646
4/24/2017 7:05,87.0667,0.1323,0.1657,0.1761,0.2052,0.186,0.1208,0.2837,0.4121,0.524,0.1475,0.246,0.3392,0.6049,0.1741,0.1491,0.1566,0.1176,0.131,0.1536,0.2104,0.1955,0.3039,0.0658,0.1249,0.2521,0.2176,0.1817,0.2663,0.4967,0.6703,0.1545,0.2397,0.1301,0.1527
4/24/2017 10:03,90.0333,0.1304,0.1667,0.1881,0.2368,0.2315,0.1175,0.2848,0.4124,0.5848,0.153,0.2398,0.3184,0.5778,0.1933,0.1436,0.158,0.1125,0.1404,0.1504,0.2242,0.2063,0.2914,0.0805,0.1215,0.2495,0.2115,0.1915,0.2759,0.481,0.6513,0.1427,0.2421,0.1274,0.164
4/24/2017 13:01,93,0.1307,0.1623,0.1944,0.2402,0.2152,0.1417,0.3192,0.49,0.6535,0.1578,0.2536,0.3784,0.5918,0.1622,0.1627,0.1883,0.1143,0.152,0.14,0.1894,0.2279,0.2959,0.0837,0.1317,0.2427,0.2212,0.2201,0.294,0.5326,0.4867,0.1845,0.2264,0.124,0.1493
4/24/2017 16:01,96,0.1622,0.1638,0.3074,0.2851,0.2187,0.2082,0.4378,0.6262,0.7656,0.2407,0.3341,0.4424,0.6314,0.2511,0.2328,0.2745,0.1609,0.2182,0.1823,0.2521,0.2885,0.4083,0.1141,0.1908,0.3188,0.3157,0.3056,0.4325,0.6709,0.6718,0.2281,0.3418,0.1905,0.2326
4/24/2017 19:03,99.0333,0.16,0.1623,0.3403,0.3632,0.3181,0.2114,0.4673,0.6037,0.7493,0.2598,0.3597,0.4277,0.7183,0.2431,0.2313,0.2782,0.1648,0.2475,0.1661,0.2506,0.3227,0.3817,0.1062,0.2394,0.3085,0.3032,0.3308,0.4493,0.6735,0.7077,0.209,0.3464,0.2084,0.2138
4/24/2017 22:01,102,0.1693,0.2203,0.4085,0.3956,0.3769,0.2519,0.5257,0.6232,0.8689,0.2785,0.3999,0.4726,0.7088,0.2742,0.2639,0.3235,0.1922,0.2673,0.208,0.3268,0.4001,0.4261,0.1241,0.2716,0.3967,0.3345,0.457,0.6142,0.846,0.8191,0.2785,0.4253,0.2942,0.2392
4/25/2017 1:01,105,0.1515,0.1921,0.374,0.2792,0.3499,0.2121,0.4866,0.5659,0.7311,0.2874,0.3658,0.4524,0.6811,0.2482,0.2302,0.2806,0.162,0.2402,0.188,0.2578,0.3836,0.3997,0.1184,0.263,0.3365,0.3098,0.4334,0.5775,0.7867,0.7976,0.2473,0.378,0.247,0.214
4/25/2017 4:04,108.05,0.1433,0.1963,0.3911,0.2587,0.3342,0.2186,0.4535,0.5702,0.672,0.2922,0.3416,0.4398,0.6099,0.2334,0.2281,0.2975,0.1645,0.2319,0.1856,0.267,0.4118,0.3922,0.1053,0.2548,0.3209,0.307,0.4261,0.583,0.7553,0.7993,0.2554,0.3684,0.2646,0.2305
4/25/2017 7:05,111.0667,0.146,0.1816,0.3974,0.2587,0.3529,0.2134,0.4735,0.5617,0.6121,0.296,0.3842,0.4446,0.6587,0.2404,0.2248,0.3074,0.1645,0.2564,0.1942,0.2801,0.419,0.3994,0.1076,0.275,0.3173,0.3068,0.429,0.6276,0.7675,0.755,0.2681,0.3522,0.2599,0.2284
4/25/2017 10:03,114.0333,0.1398,0.1899,0.4112,0.257,0.3534,0.2287,0.4657,0.5556,0.616,0.3007,0.3746,0.4612,0.6213,0.2419,0.2248,0.3015,0.185,0.2598,0.1969,0.2803,0.4466,0.4036,0.1069,0.2157,0.3405,0.308,0.4298,0.6368,0.7523,0.7169,0.2689,0.3495,0.2547,0.2297
4/25/2017 13:01,117,0.1895,0.3009,0.6343,0.4814,0.44,0.3092,0.7007,0.6904,0.7278,0.4088,0.5606,0.5177,0.7451,0.3774,0.3211,0.461,0.2291,0.3436,0.2637,0.3685,0.5998,0.5353,0.1616,0.3989,0.5116,0.4023,0.7293,0.8879,0.9398,0.8281,0.3991,0.5456,0.4293,0.361
4/25/2017 16:01,120,0.1712,0.263,0.5498,0.4238,0.3833,0.2555,0.5775,0.6593,0.6151,0.3779,0.4936,0.4306,0.708,0.2937,0.2636,0.3627,0.1928,0.3037,0.2203,0.3288,0.5311,0.4826,0.145,0.3434,0.4119,0.3628,0.6308,0.8312,0.8833,0.8191,0.3604,0.4288,0.3575,0.2644
4/25/2017 19:03,123.0333,0.1983,0.2233,0.4535,0.361,0.2484,0.2998,0.683,0.6701,0.6729,0.4414,0.6195,0.5472,0.8186,0.4005,0.2818,0.435,0.2232,0.3574,0.338,0.3954,0.7213,0.6018,0.177,0.4688,0.5047,0.3968,0.5393,0.6357,0.5729,0.5124,0.3133,0.3625,0.4116,0.2267
4/25/2017 22:01,126,0.1816,0.1949,0.4157,0.3366,0.2231,0.2631,0.6094,0.6529,0.6203,0.4146,0.564,0.5039,0.7246,0.3187,0.2497,0.3994,0.2074,0.299,0.2959,0.3571,0.6328,0.55,0.1773,0.4227,0.3849,0.358,0.4706,0.6015,0.5373,0.454,0.2678,0.3102,0.317,0.1964
4/26/2017 1:01,129,0.1708,0.1897,0.4062,0.336,0.2154,0.2513,0.6061,0.616,0.5823,0.395,0.5494,0.4745,0.6257,0.3044,0.2336,0.3803,0.1918,0.2886,0.2936,0.3553,0.6144,0.5774,0.1659,0.3983,0.3701,0.3604,0.4746,0.6042,0.5251,0.487,0.2592,0.311,0.3531,0.1967
4/26/2017 4:04,132.05,0.1666,0.1998,0.4065,0.3358,0.2212,0.2519,0.6298,0.6314,0.5611,0.4112,0.5747,0.4712,0.65,0.3019,0.2412,0.3836,0.202,0.3139,0.3139,0.365,0.6129,0.5514,0.1648,0.3998,0.3479,0.3605,0.5134,0.6123,0.5613,0.4819,0.2528,0.3062,0.3388,0.2024
4/26/2017 7:05,135.0667,0.1839,0.1929,0.4133,0.3379,0.2087,0.2552,0.6227,0.6269,0.5585,0.4574,0.6033,0.4733,0.632,0.2772,0.2327,0.3967,0.2037,0.3126,0.342,0.3571,0.6255,0.5746,0.1691,0.4398,0.3643,0.3549,0.5055,0.6171,0.5393,0.4735,0.2708,0.3191,0.3607,0.1902
4/26/2017 10:03,138.0333,0.1751,0.1992,0.4274,0.336,0.2133,0.262,0.6426,0.6306,0.5471,0.4551,0.6519,0.479,0.6467,0.2801,0.238,0.3921,0.1865,0.3258,0.3771,0.3939,0.6402,0.5716,0.1795,0.4461,0.3922,0.342,0.5331,0.6569,0.5232,0.48,0.2682,0.3266,0.3152,0.1896
4/26/2017 13:12,141.1833,0.1984,0.231,0.4657,0.3761,0.2888,0.3231,0.7797,0.7233,0.5989,0.5408,0.6972,0.423,0.6045,0.3594,0.2816,0.4493,0.2115,0.4022,0.4467,0.4766,0.7467,0.6549,0.2052,0.5342,0.4434,0.3638,0.6198,0.7523,0.5183,0.5596,0.2792,0.3132,0.2933,0.2073
4/26/2017 16:12,144.1833,0.2583,0.2419,0.5283,0.3774,0.2469,0.3912,0.9126,0.7336,0.5938,0.7136,0.9521,0.5324,0.6908,0.4023,0.3266,0.5365,0.2641,0.5097,0.5497,0.5542,0.9136,0.7526,0.2931,0.6722,0.4624,0.3766,0.701,0.9954,0.5908,0.6703,0.3057,0.3616,0.4285,0.2276
4/26/2017 19:14,147.2167,0.25,0.261,0.5532,0.3482,0.312,0.3846,0.9196,0.7078,0.5615,0.747,0.981,0.506,0.6606,0.3779,0.314,0.511,0.2499,0.5293,0.5579,0.4918,0.8555,0.7381,0.3114,0.6616,0.4775,0.3506,0.7583,1.0356,0.6476,0.6681,0.2936,0.3412,0.4284,0.2163
4/26/2017 22:12,150.1833,0.2483,0.2513,0.5691,0.3565,0.3113,0.4163,0.9323,0.698,0.5479,0.799,0.9884,0.5124,0.684,0.3898,0.3053,0.5139,0.2413,0.5359,0.6367,0.4915,0.9002,0.7496,0.3061,0.655,0.4837,0.3591,0.7537,1.089,0.6299,0.6409,0.3,0.3556,0.3653,0.2097
4/27/2017 1:12,153.1833,0.2524,0.2514,0.5789,0.3757,0.2553,0.381,0.976,0.6771,0.5257,0.853,1.023,0.488,0.6807,0.3647,0.3011,0.5111,0.2412,0.579,0.664,0.49,0.901,0.7317,0.3309,0.6787,0.4975,0.3625,0.739,1.1378,0.6408,0.6446,0.2929,0.3422,0.4046,0.2279
4/27/2017 4:15,156.2333,0.2698,0.2511,0.5721,0.391,0.2628,0.4278,1.0103,0.668,0.5429,0.8862,1.0629,0.4849,0.6615,0.3706,0.3157,0.4812,0.2461,0.6357,0.6916,0.5067,0.9329,0.7674,0.3566,0.6479,0.4936,0.3529,0.7771,1.154,0.6245,0.5995,0.2666,0.3237,0.3802,0.216
4/27/2017 7:16,159.25,0.2646,0.2532,0.579,0.3839,0.2569,0.4376,1.0331,0.6953,0.5305,0.9394,1.0926,0.4863,0.6611,0.3778,0.3204,0.4887,0.2354,0.6622,0.7303,0.531,0.9764,0.7811,0.3856,0.7177,0.4807,0.3619,0.8018,1.1539,0.6,0.6214,0.2674,0.3134,0.3888,0.2212
4/27/2017 10:14,162.2167,0.2708,0.2564,0.6072,0.4086,0.2831,0.4522,1.0466,0.6829,0.5251,0.9882,1.1332,0.4769,0.6506,0.3594,0.3136,0.505,0.2416,0.6607,0.7675,0.5411,0.974,0.7727,0.4471,0.76,0.4638,0.3535,0.8307,1.1549,0.5714,0.6185,0.2766,0.2955,0.3613,0.2378
4/27/2017 13:12,165.1833,0.283,0.2562,0.6105,0.4032,0.2858,0.4562,1.0712,0.6835,0.5006,1.0296,1.1699,0.4668,0.6308,0.3511,0.3269,0.4895,0.2417,0.6418,0.8664,0.5698,0.9879,0.7794,0.447,0.8398,0.4508,0.3477,0.8371,1.1944,0.5851,0.6414,0.2646,0.283,0.3728,0.2348
4/27/2017 16:12,168.1833,0.296,0.2781,0.6165,0.4286,0.2828,0.4653,1.0963,0.6982,0.4898,1.0575,1.2207,0.4528,0.6352,0.3597,0.3199,0.5101,0.2338,0.7019,0.9128,0.5803,1.0351,0.7741,0.4768,0.9116,0.4672,0.3444,0.8591,1.1887,0.5564,0.6136,0.2866,0.2983,0.3916,0.2533
